Anunciante,Bloco de anúncios,Data,Tamanho do criativo,Total de impressões,Total de cliques,Receita Bruta (R$),Receita Líquida
SERVENG TRANSPORTES LTDA/0001-03,JC Online,16/01/2024,320 x 50,47,0,R$029 ,17.4
SERVENG TRANSPORTES LTDA/0001-03,JC Online,17/01/2024,300 x 250,11,0,R$007 ,4.2
SERVENG TRANSPORTES LTDA/0001-03,JC Online,17/01/2024,300 x 600,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,17/01/2024,320 x 50,10,0,R$006 ,3.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,18/01/2024,300 x 250,632,1,R$384 ,230.4
SERVENG TRANSPORTES LTDA/0001-03,JC Online,18/01/2024,300 x 600,5,0,R$003 ,1.8
SERVENG TRANSPORTES LTDA/0001-03,JC Online,18/01/2024,320 x 50,472,0,R$287 ,172.2
SERVENG TRANSPORTES LTDA/0001-03,JC Online,19/01/2024,300 x 250,428,2,R$260 ,156.0
SERVENG TRANSPORTES LTDA/0001-03,JC Online,20/01/2024,300 x 250,145,0,R$088 ,52.8
SERVENG TRANSPORTES LTDA/0001-03,JC Online,21/01/2024,300 x 250,32,0,R$019 ,11.4
SERVENG TRANSPORTES LTDA/0001-03,JC Online,22/01/2024,300 x 250,38,0,R$023 ,13.8
SERVENG TRANSPORTES LTDA/0001-03,JC Online,22/01/2024,300 x 600,4,0,R$002 ,1.2
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,15/01/2024,300 x 250,8,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,15/01/2024,320 x 50,98,0,R$060 ,36.0
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,16/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,16/01/2024,320 x 50,43,0,R$026 ,15.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,17/01/2024,320 x 50,5,0,R$003 ,1.8
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,18/01/2024,300 x 250,347,0,R$211 ,126.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,18/01/2024,320 x 50,472,1,R$287 ,172.2
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,19/01/2024,300 x 250,273,0,R$166 ,99.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,20/01/2024,300 x 250,163,0,R$099 ,59.4
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,21/01/2024,300 x 250,23,0,R$014 ,8.4
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,22/01/2024,300 x 250,59,0,R$036 ,21.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,16/01/2024,300 x 250,3,0,R$002 ,1.2
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,16/01/2024,320 x 50,2,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,18/01/2024,300 x 250,25,1,R$015 ,9.0
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,18/01/2024,320 x 50,13,0,R$008 ,4.8
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,19/01/2024,300 x 250,22,1,R$013 ,7.8
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,20/01/2024,300 x 250,32,0,R$019 ,11.4
SERVENG TRANSPORTES LTDA/0001-03,Jamildo,22/01/2024,300 x 250,9,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Portal NE10,15/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Portal NE10,15/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Portal NE10,22/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Social 1,15/01/2024,300 x 250,74,0,R$045 ,27.0
SERVENG TRANSPORTES LTDA/0001-03,Social 1,15/01/2024,320 x 50,71,0,R$043 ,25.8
SERVENG TRANSPORTES LTDA/0001-03,Social 1,16/01/2024,300 x 250,49,0,R$030 ,18.0
SERVENG TRANSPORTES LTDA/0001-03,Social 1,16/01/2024,320 x 50,181,0,R$110 ,66.0
SERVENG TRANSPORTES LTDA/0001-03,Social 1,17/01/2024,300 x 250,11,0,R$007 ,4.2
SERVENG TRANSPORTES LTDA/0001-03,Social 1,17/01/2024,320 x 50,8,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Social 1,18/01/2024,300 x 250,110,0,R$067 ,40.2
SERVENG TRANSPORTES LTDA/0001-03,Social 1,18/01/2024,320 x 50,77,0,R$047 ,28.2
SERVENG TRANSPORTES LTDA/0001-03,Social 1,19/01/2024,300 x 250,118,0,R$072 ,43.2
SERVENG TRANSPORTES LTDA/0001-03,Social 1,20/01/2024,300 x 250,1213,1,R$737 ,442.2
SERVENG TRANSPORTES LTDA/0001-03,Social 1,21/01/2024,300 x 250,303,0,R$184 ,110.4
SERVENG TRANSPORTES LTDA/0001-03,Social 1,22/01/2024,300 x 250,95,0,R$058 ,34.8
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,15/01/2024,300 x 250,4,0,R$002 ,1.2
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,15/01/2024,320 x 50,9,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,16/01/2024,300 x 250,8,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,16/01/2024,320 x 50,52,0,R$032 ,19.2
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,17/01/2024,300 x 250,7,0,R$004 ,2.4
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,17/01/2024,320 x 50,3,0,R$002 ,1.2
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,18/01/2024,300 x 250,12,0,R$007 ,4.2
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,18/01/2024,320 x 50,28,0,R$017 ,10.2
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,19/01/2024,300 x 250,38,0,R$023 ,13.8
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,20/01/2024,300 x 250,14,0,R$009 ,5.4
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,21/01/2024,300 x 250,18,0,R$011 ,6.6
SERVENG TRANSPORTES LTDA/0001-03,Blog do Torcedor,22/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,16/01/2024,300 x 250,2,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,16/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,17/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,18/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,JC Online,22/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Portal NE10,18/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,15/01/2024,300 x 250,3,0,R$002 ,1.2
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,15/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,16/01/2024,300 x 250,2,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,16/01/2024,320 x 50,9,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,17/01/2024,300 x 250,2,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,17/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,18/01/2024,300 x 250,51,0,R$031 ,18.6
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,18/01/2024,320 x 50,9,0,R$005 ,3.0
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,19/01/2024,300 x 250,107,1,R$065 ,39.0
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,20/01/2024,300 x 250,74,0,R$045 ,27.0
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,21/01/2024,300 x 250,13,0,R$008 ,4.8
SERVENG TRANSPORTES LTDA/0001-03,Rádio Jornal,22/01/2024,300 x 250,5,0,R$003 ,1.8
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,16/01/2024,300 x 250,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,16/01/2024,320 x 50,19,0,R$012 ,7.2
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,17/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,18/01/2024,300 x 250,6,1,R$004 ,2.4
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,18/01/2024,320 x 50,1,0,R$001 ,0.6
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,19/01/2024,300 x 250,17,0,R$010 ,6.0
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,20/01/2024,300 x 250,74,0,R$045 ,27.0
SERVENG TRANSPORTES LTDA/0001-03,TV Jornal,21/01/2024,300 x 250,5,0,R$003 ,1.8
SERVENG TRANSPORTES LTDA/0001-03,Interior,16/01/2024,320 x 50,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,24/01/2024,300 x 250,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,300 x 250,11,0,R$012 ,7.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,320 x 50,5,0,R$005 ,3.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,26/01/2024,300 x 250,3,0,R$003 ,1.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,24/01/2024,320 x 50,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,320 x 50,3,0,R$003 ,1.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,26/01/2024,320 x 50,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Interior,24/01/2024,300 x 250,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Interior,25/01/2024,300 x 250,5,0,R$005 ,3.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,300 x 250,266,0,R$279 ,167.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,300 x 600,4,0,R$004 ,2.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,320 x 50,149,0,R$156 ,93.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,728 x 90,4,0,R$004 ,2.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,970 x 250,14,0,R$015 ,9.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,300 x 250,1548,2,R$1625 ,975.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,300 x 600,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,320 x 50,2854,3,R$2997 ,1798.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,728 x 90,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,970 x 250,5,0,R$005 ,3.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,300 x 250,880,3,R$924 ,554.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,300 x 600,25,0,R$026 ,15.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,320 x 50,586,0,R$615 ,369.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,24/01/2024,300 x 250,563,1,R$591 ,354.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,24/01/2024,320 x 50,494,1,R$519 ,311.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,25/01/2024,300 x 250,2419,2,R$2540 ,1524.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,25/01/2024,320 x 50,15923,20,R$16719 ,10031.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,26/01/2024,300 x 250,3156,7,R$3314 ,1988.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,26/01/2024,320 x 50,2858,3,R$3001 ,1800.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,24/01/2024,300 x 250,132,0,R$139 ,83.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,24/01/2024,300 x 600,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,24/01/2024,320 x 50,43,0,R$045 ,27.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,25/01/2024,300 x 250,792,2,R$832 ,499.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,25/01/2024,320 x 50,167,1,R$175 ,105.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,26/01/2024,300 x 250,169,0,R$177 ,106.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,26/01/2024,300 x 600,6,0,R$006 ,3.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Jamildo,26/01/2024,320 x 50,17,0,R$018 ,10.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,300 x 250,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,320 x 50,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,26/01/2024,320 x 50,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,24/01/2024,300 x 250,237,0,R$249 ,149.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,24/01/2024,320 x 50,161,0,R$169 ,101.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,24/01/2024,970 x 250,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,25/01/2024,300 x 250,399,1,R$419 ,251.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,25/01/2024,320 x 50,719,0,R$755 ,453.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,26/01/2024,300 x 250,186,0,R$195 ,117.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,26/01/2024,300 x 600,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Social 1,26/01/2024,320 x 50,278,0,R$292 ,175.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,24/01/2024,300 x 250,86,0,R$090 ,54.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,24/01/2024,320 x 50,90,0,R$095 ,57.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,24/01/2024,970 x 250,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,25/01/2024,300 x 250,203,0,R$213 ,127.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,25/01/2024,320 x 50,334,0,R$351 ,210.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,26/01/2024,300 x 250,22,0,R$023 ,13.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Blog do Torcedor,26/01/2024,320 x 50,21,0,R$022 ,13.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,300 x 250,4,0,R$004 ,2.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,24/01/2024,320 x 50,11,0,R$012 ,7.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,300 x 250,39,0,R$041 ,24.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,320 x 50,61,1,R$064 ,38.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,300 x 250,61,0,R$064 ,38.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,320 x 50,45,0,R$047 ,28.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,25/01/2024,320 x 50,8,0,R$008 ,4.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,JC Online,26/01/2024,320 x 50,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,24/01/2024,300 x 250,5,0,R$005 ,3.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,24/01/2024,320 x 50,3,0,R$003 ,1.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,300 x 250,14,0,R$015 ,9.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,25/01/2024,320 x 50,41,1,R$043 ,25.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,26/01/2024,300 x 250,3,0,R$003 ,1.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Portal NE10,26/01/2024,320 x 50,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,24/01/2024,300 x 250,17,0,R$018 ,10.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,24/01/2024,320 x 50,7,0,R$007 ,4.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,25/01/2024,300 x 250,132,0,R$139 ,83.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,25/01/2024,320 x 50,42,0,R$044 ,26.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,26/01/2024,300 x 250,50,0,R$053 ,31.8
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Rádio Jornal,26/01/2024,320 x 50,24,0,R$025 ,15.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,24/01/2024,300 x 250,68,0,R$071 ,42.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,24/01/2024,300 x 600,2,0,R$002 ,1.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,24/01/2024,320 x 50,6,0,R$006 ,3.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,25/01/2024,300 x 250,70,0,R$074 ,44.4
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,25/01/2024,320 x 50,54,0,R$057 ,34.2
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,25/01/2024,970 x 250,1,0,R$001 ,0.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,26/01/2024,300 x 250,5,0,R$005 ,3.0
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,TV Jornal,26/01/2024,320 x 50,6,0,R$006 ,3.6
SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN / /0001-30,Interior,25/01/2024,320 x 50,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,04/01/2024,300 x 250,3,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,08/01/2024,300 x 250v,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,16/01/2024,320 x 50,1,0,R$000 ,0.0
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,21/01/2024,320 x 50,2,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,31/01/2024,480 x 360v,2,0,R$003 ,1.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,04/01/2024,480 x 360v,2,0,R$003 ,1.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,05/01/2024,480 x 360v,19,0,R$025 ,15.0
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,06/01/2024,480 x 360v,46,0,R$061 ,36.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,07/01/2024,480 x 360v,14,0,R$018 ,10.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,08/01/2024,480 x 360v,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,09/01/2024,480 x 360v,366,0,R$483 ,289.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Portal NE10,10/01/2024,480 x 360v,10,0,R$013 ,7.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,05/01/2024,300 x 250v,3,0,R$004 ,2.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,06/01/2024,300 x 250,2,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,06/01/2024,300 x 250v,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,07/01/2024,300 x 250v,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,09/01/2024,300 x 250v,3,0,R$004 ,2.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,10/01/2024,300 x 250v,2,0,R$003 ,1.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,24/01/2024,300 x 250,1,0,R$000 ,0.0
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,25/01/2024,320 x 50,1,0,R$000 ,0.0
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,06/01/2024,480 x 360v,3,0,R$004 ,2.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,07/01/2024,480 x 360v,3,0,R$004 ,2.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,Interior,10/01/2024,480 x 360v,7,0,R$009 ,5.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,03/01/2024,300 x 250,2,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,03/01/2024,300 x 250v,1,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,03/01/2024,320 x 50,2,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,04/01/2024,300 x 250,39,0,R$013 ,7.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,04/01/2024,300 x 250v,183,1,R$242 ,145.2
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,04/01/2024,320 x 50,40,1,R$013 ,7.8
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,05/01/2024,300 x 250,11,0,R$004 ,2.4
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,05/01/2024,300 x 250v,121,0,R$160 ,96.0
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,06/01/2024,300 x 250,3,0,R$001 ,0.6
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A/0001-93,JC Online,06/01/2024,300 x 250v,37,0,R$049 ,29.4
